,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy,PurchYear
116,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,BLACK,AUTO,Alloy,61217,AMERICAN,MEDIUM SUV,GM,7423,8915,8517,10128,7423,8915,8517,10128,38118,7235,0,1215,0,2009
117,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L LS,MAROON,AUTO,Covers,76225,AMERICAN,VAN,GM,0,0,0,0,0,0,0,0,38118,6860,0,2091,0,2009
118,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,2D COUPE SXT,BLACK,AUTO,Alloy,61623,AMERICAN,MEDIUM,CHRYSLER,5570,6492,6516,7511,5570,6492,6516,7511,38118,5835,0,1020,0,2009
119,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,RED,AUTO,Covers,49146,AMERICAN,MEDIUM,CHRYSLER,8268,9772,9429,11054,8268,9772,9429,11054,38118,7540,0,693,0,2009
120,2008,2,CHRYSLER,300,LX,4D SEDAN,GREY,AUTO,Covers,74222,AMERICAN,SPECIALTY,CHRYSLER,10713,11960,14347,15680,12099,13803,16314,18612,38118,9875,1,1389,0,2010
121,2005,5,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,RED,AUTO,Alloy,90047,OTHER ASIAN,MEDIUM SUV,OTHER,8132,9920,12237,13743,6964,8587,10745,11951,38118,8150,0,2206,0,2010
122,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE,WHITE,AUTO,Covers,54256,AMERICAN,MEDIUM,GM,7681,8910,10614,12093,8363,9568,12003,12645,38118,8505,0,837,0,2010
123,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,Alloy,94361,AMERICAN,LARGE,GM,3241,4403,6440,7716,3905,4945,6891,8039,38118,4975,0,2351,0,2010
124,2007,3,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L,RED,AUTO,Covers,86869,AMERICAN,VAN,CHRYSLER,5559,7308,8912,11099,5170,6745,8953,10687,38118,5450,0,1763,0,2010
125,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,SILVER,AUTO,Covers,79265,AMERICAN,MEDIUM,GM,6493,7361,10304,11690,7275,8347,10703,11796,17406,6375,0,1038,0,2009
126,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,Covers,55230,AMERICAN,MEDIUM,GM,6220,7202,9717,10963,6785,8132,10151,11652,17406,7225,0,837,0,2009
127,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,Covers,65770,AMERICAN,MEDIUM,GM,6220,7202,9717,10963,7202,8348,10847,12045,17406,6725,0,923,0,2009
128,2001,9,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,Alloy,69622,AMERICAN,LARGE,GM,2912,3709,5467,6103,3639,4659,5974,6800,17406,5595,0,2003,0,2010
129,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Covers,80500,AMERICAN,LARGE,GM,7389,8588,10810,12485,7832,8862,11304,12409,17406,7950,0,2152,0,2010
130,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Alloy,63387,AMERICAN,LARGE,GM,6756,7864,10271,11414,7504,8731,10658,12215,17406,7750,0,1703,0,2010
131,2004,6,CHEVROLET,MALIBU 4C,Bas,4D SEDAN,BLUE,AUTO,Covers,82434,AMERICAN,MEDIUM,GM,4169,4930,10421,12324,3347,4602,7549,10380,17406,5795,0,1113,0,2010
132,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,Covers,77419,AMERICAN,LARGE,GM,6892,8015,10201,11592,7191,8442,10123,11785,17406,7350,0,1974,0,2010
133,2001,9,FORD,FOCUS,SE,4D SEDAN SE,GREEN,AUTO,Alloy,64053,AMERICAN,COMPACT,FORD,1948,2670,4383,5276,2179,2844,4387,5174,17406,3670,0,1320,1,2010
134,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,74217,AMERICAN,LARGE,GM,8066,9193,11342,12743,7865,8879,12293,13214,17406,7550,0,1974,0,2010
135,2009,1,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L,SILVER,AUTO,Covers,73692,AMERICAN,LARGE,GM,9278,10104,13220,14332,8792,9819,12369,13480,17406,8525,0,1974,0,2010
136,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,Covers,65474,AMERICAN,LARGE,GM,7388,8576,10596,12076,7974,9249,11289,12941,17406,7560,0,1703,0,2010
137,2002,7,HYUNDAI,SANTA FE 2WD V6 2.7L,GLS,4D CUV GLS,SILVER,AUTO,Alloy,92345,OTHER ASIAN,MEDIUM SUV,OTHER,3364,4478,4133,5336,3671,4673,4465,5547,34203,4210,0,1065,0,2009
138,2003,6,HYUNDAI,XG 350 3.5L V6 EFI /,Bas,4D SEDAN,WHITE,AUTO,Alloy,55687,OTHER ASIAN,LARGE,OTHER,2207,3182,2884,3937,3138,4050,3889,4874,34203,5720,0,1220,0,2009
139,2001,8,CHEVROLET,TRACKER 2WD 4C 2.0L,Bas,4D SUV HARDTOP 2.0L,SILVER,AUTO,Alloy,42944,AMERICAN,SMALL SUV,GM,1845,2424,2493,3118,1845,2424,2493,3118,34203,4710,0,993,1,2009
140,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,Covers,69781,AMERICAN,MEDIUM,FORD,4867,5814,5756,6779,3933,5287,4748,6210,34203,4740,0,825,0,2009
141,2006,3,FORD,FREESTYLE AWD V6 3.0,SE,4D CUV 3.0L SE,GOLD,AUTO,Alloy,71268,AMERICAN,CROSSOVER,FORD,8715,10690,9912,12045,8626,11123,9816,12513,34203,8440,0,1623,0,2009
142,2004,5,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN S,WHITE,AUTO,Covers,58547,OTHER ASIAN,MEDIUM,OTHER,2960,3807,3697,4612,3432,4208,4207,5045,34203,4200,0,505,0,2009
143,2004,5,HONDA,ELEMENT 2WD 2.4L I4,EX,4D SPORT UTILITY EX,GREY,AUTO,Alloy,75769,TOP LINE ASIAN,SMALL SUV,OTHER,7329,9099,8415,10327,7861,9703,8990,10979,34203,7530,0,686,0,2009
144,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,WHITE,AUTO,Alloy,87246,AMERICAN,MEDIUM SUV,GM,8092,9950,9239,11246,8092,9950,9239,11246,34203,6830,0,1503,0,2009
145,2003,7,DODGE,CARAVAN GRAND FWD V6,eL,MINIVAN 3.8L EL,WHITE,AUTO,Covers,87386,AMERICAN,VAN,CHRYSLER,2950,3539,5449,6192,2950,3539,5934,6774,34203,6035,0,2063,0,2010
146,2002,8,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,WHITE,AUTO,Alloy,87531,AMERICAN,VAN,FORD,2493,3360,5438,6509,1874,2655,4721,5447,34203,4025,0,2322,0,2010
147,2002,8,FORD,TAURUS,SEL,4D WAGON SEL DURATEC,GOLD,AUTO,Alloy,67377,AMERICAN,MEDIUM,FORD,2900,3631,5530,6466,2880,3592,5620,6322,34203,4225,0,1125,0,2010
148,2008,2,FORD,FUSION 4C,S,4D SEDAN S,BLUE,AUTO,Covers,42118,AMERICAN,MEDIUM,FORD,9966,11269,13721,14863,9288,10748,13232,14502,34203,9270,0,623,0,2010
149,2004,6,FORD,FREESTAR FWD V6,SES,4D PASSENGER 3.9L SES,WHITE,AUTO,Alloy,81461,AMERICAN,VAN,FORD,4281,5406,7562,9166,3280,4654,6729,8137,34203,5125,0,1633,0,2010
150,2007,3,DODGE,CALIBER,Bas,4D WAGON,SILVER,AUTO,Covers,80231,AMERICAN,MEDIUM,CHRYSLER,6642,7981,10292,11341,5726,7035,9759,10787,34203,5865,0,983,0,2010
151,2006,4,CHEVROLET,COBALT,LS,2D COUPE,RED,AUTO,Covers,48421,AMERICAN,COMPACT,GM,4175,5152,7210,8358,4504,5437,7933,8877,34203,6345,0,623,0,2010
152,2003,7,HYUNDAI,ELANTRA,GLS,4D SEDAN,GOLD,AUTO,Covers,81385,OTHER ASIAN,MEDIUM,OTHER,2696,3502,6118,7403,2707,3629,5469,6619,34203,3925,0,894,0,2010
153,2001,9,BUICK,PARK AVENUE,Bas,4D SEDAN,WHITE,AUTO,Alloy,74570,AMERICAN,LARGE,GM,2884,4128,6457,7325,3359,4813,6657,8021,34203,5535,0,2274,0,2010
154,2003,7,CHEVROLET,VENTURE FWD V6,LS,PASSENGER 3.4L,GREEN,AUTO,Covers,63265,AMERICAN,VAN,GM,5066,6124,8380,9281,3520,4832,6726,8078,34203,5435,0,4210,0,2010
155,2005,5,HONDA,CIVIC,LX,4D SEDAN LX AUTO,GREY,AUTO,Covers,71407,TOP LINE ASIAN,COMPACT,OTHER,6082,7351,9351,11244,5597,6672,9241,10300,34203,7375,0,686,0,2010
156,2003,6,VOLKSWAGEN,BEETLE 2.0L I4 EFI,GL,2D COUPE GL,SILVER,MANUAL,Covers,49769,OTHER,COMPACT,OTHER,5396,6383,6328,7394,4931,5729,5825,6687,33619,5400,0,1275,0,2009
157,2002,7,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,Covers,90714,AMERICAN,LARGE,GM,3342,4282,4109,5125,2992,4091,3731,4918,33619,4100,0,2651,0,2009
158,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,GOLD,AUTO,Alloy,91255,AMERICAN,MEDIUM,FORD,3234,4181,3993,5015,6091,7352,8760,10114,33619,4100,0,1353,0,2009
159,2001,8,TOYOTA,TACOMA PICKUP 2WD 4C,Bas,REG CAB 2.4L,MAROON,MANUAL,Alloy,85410,TOP LINE ASIAN,SMALL TRUCK,OTHER,4221,5276,5059,6198,3042,4088,3785,4915,33619,5500,0,894,0,2009
160,2005,4,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,SILVER,AUTO,Covers,32629,OTHER ASIAN,MEDIUM,OTHER,4334,5392,5181,6323,4649,5807,5521,6772,33619,5500,0,462,0,2009
161,2004,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,MAROON,AUTO,Covers,71327,OTHER ASIAN,MEDIUM,OTHER,3402,4773,4174,5655,3402,4773,4174,5655,33619,4500,0,803,0,2009
162,2005,4,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,WHITE,AUTO,Alloy,63257,AMERICAN,MEDIUM SUV,CHRYSLER,8298,9574,9462,10840,8298,9574,9462,10840,33619,8835,0,1215,0,2009
163,2005,4,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,BLUE,AUTO,Alloy,64804,AMERICAN,MEDIUM SUV,GM,8594,9901,9782,11193,8594,9901,9782,11193,33619,8300,0,1020,0,2009
164,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,Covers,63146,AMERICAN,LARGE,GM,4573,5967,5439,6944,4573,5967,5439,6944,33619,6100,0,1703,0,2009
165,2004,5,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREY,AUTO,Alloy,85466,AMERICAN,MEDIUM,FORD,2772,3865,3494,4674,3100,4366,3848,5215,33619,4900,0,983,1,2009
166,2003,6,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,SILVER,AUTO,Alloy,84774,AMERICAN,VAN,FORD,2677,3625,3391,4415,2677,3625,3391,4415,33619,4600,0,2322,1,2009
167,2007,2,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN S,GOLD,AUTO,Alloy,80995,AMERICAN,COMPACT,FORD,7241,8587,8320,9774,6470,7724,10097,11142,33619,5300,0,1243,0,2009
168,2005,4,FORD,ESCAPE 4WD V6 3.0L V,XLT,4D CUV 3.0L XLT,GREEN,AUTO,Alloy,79540,AMERICAN,SMALL SUV,FORD,7447,9663,8543,10936,7285,9235,8368,10474,33619,7100,0,1389,0,2009
169,2003,6,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L SPORT,SILVER,AUTO,Covers,71968,AMERICAN,VAN,CHRYSLER,3790,4205,4593,5041,3759,4426,7878,9275,33619,5800,0,1923,0,2009
170,2005,4,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN,BLUE,AUTO,Covers,81140,AMERICAN,COMPACT,GM,2998,3874,3738,4684,3169,3813,6252,7004,33619,4100,0,853,1,2009
171,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,Covers,60474,AMERICAN,MEDIUM,CHRYSLER,5031,6180,5933,7174,5418,6429,8649,9719,33619,5800,0,1215,0,2009
172,2003,6,JEEP,LIBERTY 2WD V6 3.7L,Ren,4D SUV RENEGADE,SILVER,AUTO,Alloy,61014,AMERICAN,SMALL SUV,CHRYSLER,5400,6276,6332,7278,5942,6525,9158,9739,33619,7200,0,930,0,2009
173,2006,3,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,Covers,76548,AMERICAN,MEDIUM,GM,5955,7166,6931,8239,5463,6575,9160,10327,33619,6435,0,1272,0,2009
174,2005,4,JEEP,LIBERTY 2WD V6,Ren,4D SUV RENEGADE,BLACK,AUTO,Alloy,82116,AMERICAN,SMALL SUV,CHRYSLER,8789,10520,9992,11862,7556,8803,11136,12868,33619,7100,0,723,0,2009
175,2007,2,MITSUBISHI,GALANT 4C,ES,4D SEDAN,RED,AUTO,Covers,41454,OTHER ASIAN,MEDIUM,OTHER,7619,8540,8729,9723,7598,8845,11263,12618,33619,8000,0,482,0,2009
176,2005,4,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 3.5L,RED,AUTO,Alloy,74910,OTHER ASIAN,MEDIUM SUV,OTHER,7960,8926,9097,10140,6885,7945,10064,11248,33619,7700,0,686,0,2009
177,2004,5,TOYOTA,COROLLA,CE,4D SEDAN CE,WHITE,AUTO,Covers,81050,TOP LINE ASIAN,COMPACT,OTHER,4997,5838,5897,6805,5098,6004,8022,9092,33619,6400,0,594,0,2009
178,2004,5,CHEVROLET,TRAILBLAZER EXT 4WD,Nor,4D SUV 4.2L LS,BLUE,AUTO,Alloy,60003,AMERICAN,MEDIUM SUV,GM,7465,9240,8562,10479,8663,10563,12373,14185,33619,8000,0,1703,0,2009
179,2004,5,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON,BLUE,AUTO,Alloy,79868,AMERICAN,MEDIUM SUV,CHRYSLER,5328,6569,6254,7595,6569,7765,10353,12089,33619,7000,0,1740,0,2009
180,2004,5,SATURN,VUE 2WD 4C,Bas,4D CUV 2.2L,RED,AUTO,Covers,47190,AMERICAN,MEDIUM SUV,GM,3601,4634,4389,5505,4247,5341,7347,8214,33619,6700,0,1116,0,2009
181,2006,4,MITSUBISHI,LANCER,ES,4D SEDAN ES,RED,AUTO,Covers,55473,OTHER ASIAN,COMPACT,OTHER,4731,5538,8763,9667,5062,6404,8412,9904,33619,5550,0,505,0,2010
182,2004,6,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L,SILVER,AUTO,Covers,82522,AMERICAN,MEDIUM SUV,CHRYSLER,0,0,0,0,0,0,0,0,33619,6600,0,1503,0,2010
183,2004,6,FORD,FREESTAR FWD V6,SEL,PASSENGER 3.9L SEL,WHITE,AUTO,Alloy,72753,AMERICAN,VAN,FORD,4201,5250,7787,8806,4156,5392,7732,9013,33619,6250,0,1506,0,2010
184,2003,7,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,SILVER,AUTO,Alloy,87745,AMERICAN,VAN,FORD,2656,3760,5354,7198,2771,3725,5770,6997,33619,3900,0,2322,0,2010
185,2002,8,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.3L,GOLD,MANUAL,Alloy,53411,AMERICAN,SMALL TRUCK,FORD,2357,3330,5566,6688,2177,2934,5169,6011,33619,5150,0,805,0,2010
186,2008,2,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,Alloy,59113,AMERICAN,MEDIUM,CHRYSLER,8619,9846,12107,13333,8229,9138,12210,12941,33619,7600,0,754,0,2010
187,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN SE,BLACK,AUTO,Covers,86079,AMERICAN,MEDIUM,CHRYSLER,7696,8853,11538,12510,7536,9082,10738,12378,33619,8100,0,1243,0,2010
188,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,BLACK,AUTO,Alloy,85149,TOP LINE ASIAN,MEDIUM,OTHER,10125,11349,13396,15147,10191,11242,13947,15239,33619,9400,0,594,0,2010
189,2008,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L FFV SE,RED,AUTO,Covers,78534,AMERICAN,VAN,CHRYSLER,10072,12010,13861,15764,8930,10603,13146,14854,33619,8800,0,1623,0,2010
190,2005,5,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,44307,OTHER ASIAN,MEDIUM,OTHER,3283,4169,5946,7426,3411,4224,6742,7546,33619,5500,0,482,0,2010
191,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,Covers,85219,AMERICAN,LARGE,GM,7614,9451,11566,13154,7829,9387,11200,12774,33619,7300,0,2152,0,2010
192,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,Covers,88485,AMERICAN,LARGE,GM,3900,5328,7590,8918,4019,5348,7536,9056,33619,5900,0,2152,0,2010
193,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,SILVER,AUTO,Covers,84386,AMERICAN,SPECIALTY,CHRYSLER,8604,10131,12770,14058,7977,9621,12083,13395,33619,9050,0,1503,0,2010
194,2005,5,DODGE,MAGNUM V8,RT,WAGON R/T,GREY,AUTO,Alloy,80439,AMERICAN,SPECIALTY,CHRYSLER,10109,12086,14037,16471,9681,11853,13810,16044,33619,8600,0,1503,0,2010
195,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GOLD,AUTO,Covers,83022,AMERICAN,MEDIUM,GM,6897,8299,10504,12545,6174,7813,9597,10601,33619,6600,0,1113,0,2010
196,2005,5,SATURN,ION,2,4D SEDAN LEVEL 2,BLUE,AUTO,Covers,32115,AMERICAN,MEDIUM,GM,3882,5107,7383,8627,3888,4872,6974,7831,33619,6750,0,582,0,2010
197,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,BLUE,AUTO,Covers,77608,AMERICAN,VAN,FORD,5554,6936,6498,7991,5762,7000,6723,8060,45005,6005,0,1506,0,2009
198,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GREY,AUTO,Alloy,79927,AMERICAN,LARGE,GM,8016,8950,9157,10166,8177,9306,9331,10550,45005,6815,0,1974,0,2009
199,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN,WHITE,AUTO,Alloy,40802,AMERICAN,MEDIUM,CHRYSLER,2718,3605,3435,4393,2718,3605,3435,4393,45005,5125,0,975,0,2009
200,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,SILVER,AUTO,Alloy,81516,AMERICAN,VAN,CHRYSLER,6002,7884,6982,9015,6002,7884,6982,9015,45005,6260,0,1763,0,2009
201,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.9L LS,GREY,AUTO,Alloy,77834,AMERICAN,VAN,GM,7087,8228,8154,9386,7087,8228,8154,9386,45005,6775,0,2091,0,2009
202,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L,WHITE,AUTO,Covers,69095,AMERICAN,SPECIALTY,CHRYSLER,9784,11267,11067,12668,9784,11267,11067,12668,45005,9190,0,1215,0,2009
203,2006,3,CHEVROLET,COLORADO PICKUP 2WD,LS,EXT CAB 3.5L LS,RED,AUTO,Alloy,78315,AMERICAN,SMALL TRUCK,GM,6435,7135,7450,8206,6435,7135,7450,8206,45005,7475,0,803,0,2009
204,2007,2,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L,BLACK,AUTO,Covers,74554,AMERICAN,VAN,CHRYSLER,7882,9682,9013,10957,5670,6602,9348,10285,45005,5915,0,1623,0,2009
205,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,Covers,75702,AMERICAN,LARGE,GM,7513,8711,8614,9908,7320,8459,10971,12307,45005,7425,0,1974,0,2009
206,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,Alloy,87193,AMERICAN,LARGE,GM,7101,8768,8169,9969,5930,7423,10022,11477,45005,7425,0,2152,0,2009
207,2007,2,CHRYSLER,PACIFICA AWD 4.0L V6,Bas,4D SPORT,BLUE,AUTO,Alloy,88491,AMERICAN,CROSSOVER,CHRYSLER,10277,13017,11599,14558,10776,13016,12138,14557,45005,8765,0,2022,0,2009
208,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN,WHITE,AUTO,Alloy,84881,AMERICAN,MEDIUM,CHRYSLER,3051,4314,3795,5159,2853,3715,6169,7178,45005,4450,0,1503,0,2009
209,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,MAROON,AUTO,Covers,79109,AMERICAN,LARGE,GM,7917,9233,9050,10472,6801,7852,10303,11892,45005,7505,0,1974,0,2009
210,2008,1,CHEVROLET,IMPALA V6 3.5L V6 SF,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,Alloy,80197,AMERICAN,LARGE,GM,9022,10295,10244,11619,8054,9363,11578,13488,45005,7965,0,2152,0,2009
211,2005,4,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,RED,AUTO,Alloy,64437,AMERICAN,VAN,FORD,4472,5717,5330,6674,4263,5476,8153,9506,45005,6415,1,1313,0,2009
212,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BROWN,AUTO,Alloy,66369,AMERICAN,LARGE,GM,6365,7944,7374,9080,6928,8349,10047,11836,45005,7725,1,1703,0,2009
213,2007,2,DODGE,CALIBER,Bas,4D WAGON,BLUE,AUTO,Covers,50330,AMERICAN,MEDIUM,CHRYSLER,7251,8852,11019,12371,7255,8415,11259,12357,45005,6785,0,754,0,2009
214,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,EXT MINIVAN 3.3L LX,RED,AUTO,Covers,60020,AMERICAN,VAN,CHRYSLER,5689,6915,9524,11577,7186,8447,10709,12289,45005,7285,0,1411,0,2009
215,2006,3,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON LAREDO,BEIGE,AUTO,Alloy,85100,AMERICAN,MEDIUM SUV,CHRYSLER,13194,15016,16819,18074,13278,14858,16479,18007,45005,9450,0,2022,0,2009
216,2003,6,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,BLUE,AUTO,Alloy,69067,AMERICAN,MEDIUM SUV,GM,5901,7321,9134,10480,6338,7339,9709,10597,45005,7625,0,1320,0,2009
217,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLUE,AUTO,Alloy,61847,AMERICAN,LARGE,GM,7120,8315,11029,13198,8313,10037,11601,13940,45005,7385,0,1703,0,2010
218,2006,4,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,GREY,AUTO,Alloy,57163,OTHER ASIAN,MEDIUM SUV,OTHER,7412,9379,11500,13380,8671,10203,13075,15009,45005,7585,0,1334,0,2010
219,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,81803,AMERICAN,LARGE,GM,8339,9512,12155,13657,8456,9514,12653,13544,45005,7515,0,2152,0,2010
220,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,SILVER,AUTO,Covers,78493,AMERICAN,MEDIUM,GM,7167,8303,10810,11998,7122,8334,10931,11944,45005,7445,0,1038,0,2010
221,2006,4,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,GREY,AUTO,Covers,75388,AMERICAN,MEDIUM,GM,6299,7939,10004,11573,5776,7299,9625,11153,45005,6895,0,1272,0,2010
222,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.9L,GOLD,AUTO,Alloy,67111,AMERICAN,LARGE,GM,6573,8027,9811,11533,6239,7648,9550,11193,45005,8910,0,1703,0,2010
223,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,Alloy,93456,AMERICAN,MEDIUM,CHRYSLER,4348,5415,7612,8800,4271,5586,7709,9162,45005,4675,0,1341,0,2010
224,2008,2,KIA,OPTIMA 4C,LX,4D SEDAN,BLACK,AUTO,Covers,76644,OTHER ASIAN,MEDIUM,OTHER,8254,8846,11525,11966,7312,8327,10910,11520,45005,7195,0,803,0,2010
225,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,Alloy,74487,AMERICAN,LARGE,GM,8642,10288,12357,14213,8772,10422,13014,14604,45005,8205,0,1974,0,2010
226,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,Alloy,74419,AMERICAN,MEDIUM,CHRYSLER,4322,5477,7685,8620,4142,5333,7625,8871,45005,6035,0,1155,1,2010
227,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,SILVER,AUTO,Alloy,92591,AMERICAN,MEDIUM SUV,GM,6432,8243,10470,12295,5919,7214,10111,11507,45005,7950,0,2351,0,2010
228,2009,1,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,BLUE,AUTO,Covers,89865,TOP LINE ASIAN,MEDIUM,OTHER,11409,12295,14088,15035,11487,12535,14691,16331,45005,10320,0,594,0,2010
229,2004,6,DODGE,1500 RAM PICKUP 4WD,ST,QUAD CAB 5.7L,WHITE,AUTO,Covers,92200,AMERICAN,LARGE TRUCK,CHRYSLER,12385,15316,16520,19320,8968,11970,13116,15805,45005,12030,0,2062,0,2010
230,2003,7,CHEVROLET,AVALANCHE 1500 2WD V,150,4D SUV-PICKUP 5.3L,GREEN,AUTO,Alloy,79700,AMERICAN,LARGE TRUCK,GM,8285,9781,11355,12429,8570,9605,11688,12609,45005,11225,0,1572,0,2010
231,2004,6,JEEP,LIBERTY 4WD V6,Spo,4D SUV,BEIGE,AUTO,Alloy,95539,AMERICAN,SMALL SUV,CHRYSLER,6156,7656,9532,11207,5968,7472,9208,10942,45005,7955,0,1053,0,2010
232,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,WHITE,AUTO,Covers,71297,AMERICAN,MEDIUM,GM,9368,11156,13054,14800,8406,9707,12613,13466,45005,8880,0,1272,0,2010
233,2009,1,DODGE,AVENGER,SE,4D SEDAN SE,BLUE,AUTO,Covers,80714,AMERICAN,MEDIUM,CHRYSLER,0,0,0,0,8217,8914,8692,9674,45005,8275,0,1373,0,2010
